timestamp,speed_xy,speed_up,speed_down,want_takeoff
11444000,5.0,3.0,1.0,0
11464000,5.0,3.0,1.0,0
12444000,5.0,3.0,1.0,0
13440000,5.0,3.0,1.0,0
14444000,5.0,3.0,1.0,0
15460000,5.0,3.0,1.0,0
16436000,5.0,3.0,1.0,0
17440000,5.0,3.0,1.0,0
18444000,5.0,3.0,1.0,0
19444000,5.0,3.0,1.0,0
20444000,5.0,3.0,1.0,0
21440000,5.0,3.0,1.0,0
22440000,5.0,3.0,1.0,0
23440000,5.0,3.0,1.0,0
24440000,5.0,3.0,1.0,0
25436000,5.0,3.0,1.0,0
26436000,5.0,3.0,1.0,0
27456000,5.0,3.0,1.0,0
28456000,5.0,3.0,1.0,0
28716000,5.0,3.0,1.0,0
55880000,5.0,3.0,1.0,0
55900000,5.0,3.0,1.0,0
56880000,5.0,3.0,1.0,0
57876000,5.0,3.0,1.0,0
58880000,5.0,3.0,1.0,0
59880000,5.0,3.0,1.0,0
60876000,5.0,3.0,1.0,0
