timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,mode_switch,man_switch,acro_switch,stab_switch,posctl_switch
62578708,62562681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
63586709,63570682,1,1,0,0,0,0,3,0,3,0,0,0,0,0
64594706,64578681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
65602707,65586682,1,1,0,0,0,0,3,0,3,0,0,0,0,0
66610833,66594681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
67618877,67602682,1,1,0,0,0,0,3,0,3,0,0,0,0,0
68626706,68610822,1,1,0,0,0,0,3,0,3,0,0,0,0,0
69634705,69618681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
70642707,70626682,1,1,0,0,0,0,3,0,3,0,0,0,0,0
71650720,71634682,1,1,0,0,0,0,3,0,3,0,0,0,0,0
72658773,72642682,1,1,0,0,0,0,3,0,3,0,0,0,0,0
73666709,73650681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
74674712,74658880,1,1,0,0,0,0,3,0,3,0,0,0,0,0
75682706,75666681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
76690707,76674681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
77698721,77682681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
78702705,78686682,1,1,0,0,0,0,3,0,3,0,0,0,0,0
79706706,79690826,1,1,0,0,0,0,3,0,3,0,0,0,0,0
80714725,80698682,1,1,0,0,0,0,3,0,3,0,0,0,0,0
81722706,81706682,1,1,0,0,0,0,3,0,3,0,0,0,0,0
82730732,82714681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
83738711,83722684,1,1,0,0,0,0,3,0,3,0,0,0,0,0
84746742,84730684,1,1,0,0,0,0,3,0,3,0,0,0,0,0
85754706,85738682,1,1,0,0,0,0,3,0,3,0,0,0,0,0
86762705,86746683,1,1,0,0,0,0,3,0,3,0,0,0,0,0
87770705,87754717,1,1,0,0,0,0,3,0,3,0,0,0,0,0
88778715,88762681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
89786709,89770681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
90790709,90774705,1,1,0,0,0,0,3,0,3,0,0,0,0,0
91798708,91782681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
92806711,92790681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
93814706,93798681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
94822706,94806681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
95830705,95814681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
96838713,96822681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
97842705,97826683,1,1,0,0,0,0,3,0,3,0,0,0,0,0
98850705,98834681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
99858708,99842683,1,1,0,0,0,0,3,0,3,0,0,0,0,0
100866705,100850682,1,1,0,0,0,0,3,0,3,0,0,0,0,0
101874710,101858685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
102882707,102866681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
103890707,103874681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
104898773,104882681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
105906779,105890683,1,1,0,0,0,0,3,0,3,0,0,0,0,0
