timestamp,timestamp_sample,device_id,sensor_sample_rate_hz,resolution_hz,peak_frequencies_x[0],peak_frequencies_x[1],peak_frequencies_x[2],peak_frequencies_x[3],peak_frequencies_y[0],peak_frequencies_y[1],peak_frequencies_y[2],peak_frequencies_y[3],peak_frequencies_z[0],peak_frequencies_z[1],peak_frequencies_z[2],peak_frequencies_z[3],peak_magnitude_x[0],peak_magnitude_x[1],peak_magnitude_x[2],peak_magnitude_x[3],peak_magnitude_y[0],peak_magnitude_y[1],peak_magnitude_y[2],peak_magnitude_y[3],peak_magnitude_z[0],peak_magnitude_z[1],peak_magnitude_z[2],peak_magnitude_z[3],total_energy[0],total_energy[1],total_energy[2]
62934958,62931363,6684682,1999.7584,1.9528891,nan,nan,nan,nan,44.91645,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,458.0,460.0,443.0
63887459,63884134,6684682,1999.7584,1.9528891,nan,nan,nan,nan,35.152004,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,469.0,432.0,494.0
64014072,64013172,6684682,1999.7584,1.9528891,nan,nan,nan,nan,nan,nan,nan,nan,60.757465,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,487.0,442.0,481.0
64270074,64266742,6684682,1999.7584,1.9528891,58.586674,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,474.0,488.0,434.0
64396155,64394278,6684682,1999.7584,1.9528891,39.05778,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,491.0,462.0,446.0
64652856,64650850,6684682,1999.7584,1.9528891,35.152004,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,475.0,473.0,494.0
64657516,64653897,6684682,1999.7584,1.9528891,35.152004,nan,nan,nan,nan,nan,nan,nan,83.96618,nan,nan,nan,16.0,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,475.0,496.0,512.0
65422449,65419109,6684682,1999.7584,1.9528891,52.728004,83.90028,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,16.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,529.0,465.0,452.0
65548800,65546644,6684682,1999.7584,1.9528891,82.061134,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,478.0,466.0,476.0
65805332,65803168,6684682,1999.7584,1.9528891,54.680893,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,457.0,484.0,497.0
65931152,65930704,6684682,1999.7584,1.9528891,34.985947,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,478.0,486.0,456.0
66318714,66317809,6684682,1999.7584,1.9528891,nan,nan,nan,nan,46.651436,nan,nan,nan,37.104893,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,16.0,nan,nan,nan,482.0,483.0,497.0
66444304,66443844,6684682,1999.7584,1.9528891,32.84656,nan,nan,nan,46.651436,nan,nan,nan,37.104893,nan,nan,nan,10.0,nan,nan,nan,16.0,nan,nan,nan,16.0,nan,nan,nan,452.0,483.0,497.0
66701015,66700414,6684682,1999.7584,1.9528891,nan,nan,nan,nan,83.84002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,505.0,441.0,486.0
66831772,66830950,6684682,1999.7584,1.9528891,nan,nan,nan,nan,83.90043,nan,nan,nan,42.96356,nan,nan,nan,nan,nan,nan,nan,13.0,nan,nan,nan,17.0,nan,nan,nan,485.0,455.0,455.0
66957666,66957031,6684682,1999.7584,1.9528891,nan,nan,nan,nan,54.46299,nan,nan,nan,42.96356,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,17.0,nan,nan,nan,524.0,469.0,455.0
67344720,67342589,6684682,1999.7584,1.9528891,nan,nan,nan,nan,nan,nan,nan,nan,45.134354,50.59534,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,10.0,nan,nan,458.0,503.0,472.0
67470757,67468623,6684682,1999.7584,1.9528891,nan,nan,nan,nan,46.86934,54.51484,nan,nan,45.134354,50.59534,nan,nan,nan,nan,nan,nan,10.0,10.0,nan,nan,16.0,10.0,nan,nan,453.0,441.0,472.0
67596476,67596158,6684682,1999.7584,1.9528891,82.13709,nan,nan,nan,46.86934,54.51484,nan,nan,nan,nan,nan,nan,13.0,nan,nan,nan,10.0,10.0,nan,nan,nan,nan,nan,nan,477.0,441.0,508.0
67984083,67983263,6684682,1999.7584,1.9528891,nan,nan,nan,nan,nan,nan,nan,nan,37.322796,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,512.0,505.0,516.0
68623320,68622498,6684682,1999.7584,1.9528891,nan,nan,nan,nan,nan,nan,nan,nan,130.88608,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20.0,nan,nan,nan,467.0,506.0,492.0
68748858,68748469,6684682,1999.7584,1.9528891,127.24569,130.5777,nan,nan,nan,nan,nan,nan,130.88608,nan,nan,nan,17.0,17.0,nan,nan,nan,nan,nan,nan,20.0,nan,nan,nan,541.0,506.0,492.0
