timestamp,saturation_status
63356125,1533
63357579,1533
64356898,1533
65356137,1533
66356962,1533
67356188,1533
68356956,1469
69356231,1
70356985,1
71356245,1
72357008,1
73356307,1
74357008,1
75356250,1
76357021,1
77356204,1
78356921,1
79356131,1
80356832,1
81357534,1
82356722,1
83357407,1
84356589,1
85357266,1
86356483,1
87357107,1
88356259,1
89356957,1
90357556,1
91356691,1
92357377,1
93356454,1
94357113,1
95356204,1
96356817,1
97357436,1
98356541,1
99357141,1
100356235,1
101356833,1
102357436,1
103356516,1
104357106,1533
105356242,1533
106356788,1533
