timestamp,speed_xy,speed_up,speed_down,want_takeoff
11588000,5.0,3.0,1.0,0
11608000,5.0,3.0,1.0,0
12584000,5.0,3.0,1.0,0
13588000,5.0,3.0,1.0,0
14592000,5.0,3.0,1.0,0
15584000,5.0,3.0,1.0,0
16592000,5.0,3.0,1.0,0
17588000,5.0,3.0,1.0,0
18584000,5.0,3.0,1.0,0
19588000,5.0,3.0,1.0,0
20584000,5.0,3.0,1.0,0
21584000,5.0,3.0,1.0,0
22592000,5.0,3.0,1.0,0
23592000,5.0,3.0,1.0,0
24592000,5.0,3.0,1.0,0
25592000,5.0,3.0,1.0,0
26588000,5.0,3.0,1.0,0
27584000,5.0,3.0,1.0,0
28324000,5.0,3.0,1.0,0
67004000,5.0,3.0,1.0,0
67028000,5.0,3.0,1.0,0
68004000,5.0,3.0,1.0,0
68992000,5.0,3.0,1.0,0
69984000,5.0,3.0,1.0,0
71008000,5.0,3.0,1.0,0
72004000,5.0,3.0,1.0,0
72996000,5.0,3.0,1.0,0
