timestamp,tilt_limit,takeoff_state
820000,0.0,1
11024000,0.0024,1
11040000,0.0056000003,1
12032000,0.20399989,1
12064000,0.20943952,1
28236000,0.20943952,2
29244000,0.20943952,3
33964000,0.20943952,4
36968000,0.21183951,5
36976000,0.21343951,5
37956000,0.40943977,5
38956000,0.6094402,5
39836000,0.7853982,5
70068000,0.78379816,3
70080000,0.7813982,3
71068000,0.5837976,3
72068000,0.38339716,1
