timestamp,param5,param6,param1,param2,param3,param4,param7,command,target_system,target_component,source_system,source_component,confirmation,from_external
4344000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,521,1,1,255,190,0,1
6340000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,521,1,1,255,190,0,1
8340000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,521,1,1,255,190,0,1
10340000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,521,1,1,255,190,0,1
12340000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,521,1,1,255,190,0,1
14340000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,521,1,1,255,190,0,1
27513000,0.0,0.0,33.0,4.0,3.0,0.0,0.0,176,1,0,0,0,0,1
28224000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,1,0,0,0,0,1
28324000,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,1,0,0,0,0,1
28424000,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,1,0,0,0,0,1
32932000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,1,0,0,0,0,1
32932000,0.0,0.0,2.0,1.0,0.0,0.0,666.0,183,1,0,0,0,0,1
33944000,-1.0,0.0,2.0,3.0,0.0,0.0,666.0,183,1,0,0,0,0,1
43952000,0.0,0.0,2.0,3.0,0.0,0.0,777.0,183,1,0,0,0,0,1
43960000,0.0,0.0,2.0,6.0,0.0,0.0,666.0,183,1,0,0,0,0,1
46972000,0.0,0.0,2.0,9.0,12.0,3.0,666.0,183,1,0,0,0,0,1
66976000,0.0,0.0,2.0,6.0,0.0,0.0,777.0,183,1,0,0,0,0,1
66992000,40.15403366088867,116.25936889648438,0.0,0.0,0.0,0.0,58.241,21,1,0,0,0,0,1
66992000,0.0,0.0,2.0,7.0,0.0,0.0,666.0,183,1,0,0,0,0,1
72000000,0.0,0.0,2.0,7.0,0.0,0.0,777.0,183,1,0,0,0,0,1
72000000,0.0,0.0,0.0,21196.0,0.0,0.0,0.0,400,1,0,0,0,0,1
72504000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92,1,0,0,0,0,1
